dateTime,authorName,Message,Time,label
2023-03-20 23:00,leo,:face-blue-smiling:,00:32,1
2023-03-20 23:00,THERDSAK ASSAVASAKULMONGKOL,1,00:46,1
2023-03-20 23:00,leo,:folded_hands:,00:46,1
2023-03-20 23:01,จันทร์เพ็ญ ทองปัญญา,สวัสดีค่ะ,00:57,1
2023-03-20 23:01,Prath C,อรุณสวัสดิ์ มาดูข่าวกันครับ,01:09,1
2023-03-20 23:01,Noppon Tulathan,D jai,01:13,1
2023-03-20 23:01,њัחŋ่∂এ∩דវເວබד จึงใช้ใจสาดแสงเพื่อนำทาง,สวัสดีชาวโลก,01:16,1
2023-03-20 23:01,เด็กใต้ ป้ายระนอง,สวัสดีครับทุกๆคน,01:24,1
2023-03-20 23:01,ปาลิดา ยังผ่อง,สวัสดีค่ะพิธีกรทั้งสองท่าน,01:48,1
2023-03-20 23:02,ธีระชัย วงศ์วีรธร,จะยุบไม่ยุบก็ไม่มีผลกับเรา,02:01,1
2023-03-20 23:02,Countryman007,ดูจากสภาพน่าจะรั่ว นานแล้ว,02:12,2
2023-03-20 23:02,เช็ดเข้ อาราเล่สังฆัง,สวัสดีคนสวยคนหล่อที่ตื่นเช้าทุก ครัชชผลล,02:20,1
2023-03-20 23:02,Anti BadGovernanceX,จบ จปร.ไปเทียบที่อื่น = เด็กป.3,02:21,2
2023-03-20 23:02,ดวงจันทร์ นามเสนา,สวัสดีค่ะเรื่องเล่าเช้านี้พี่ยุทธ์น้องไบรท์,02:24,1
2023-03-20 23:02,แด๊ก ยอดกะทิ,เอาผ้าใบกั้นถือว่าปิดแล้วเหรอ,02:28,2
2023-03-20 23:02,AOM Jih,วันอังคาร,02:37,1
2023-03-20 23:02,วาสนา พารวย,:face-red-droopy-eyes:,02:38,1
2023-03-20 23:02,doorthai yaiuodom,:hugging_face: สวัสดี เรื่องเล่าเช้านี้ :cherry_blossom::hibiscus::rose::rose:,02:44,1
2023-03-20 23:02,ทับทิม.,ดู ห้องเก็บ ดูไม่ปลอดภัย,02:47,2
2023-03-20 23:03,Prath C,ระบบปิด = ปิดหู ปิดตา,02:58,2
2023-03-20 23:03,Witoonดีมากเลยครับ Witoon,สวัสดีครับ,03:06,1
2023-03-20 23:03,Sunny Zhong,ตรวจแล้ว ใช้gt300ตรวจ 5555+,03:09,2
2023-03-20 23:03,Wasan S.,..,03:14,1
2023-03-20 23:03,เช็ดเข้ อาราเล่สังฆัง,มิดชิดละเหรอ,03:19,2
2023-03-20 23:03,ธีระชัย วงศ์วีรธร,อย่าไปเชื่ออะไรมากนักกับเจ้าหน้าที่บ้านเมือง,03:19,2
2023-03-20 23:03,doorthai yaiuodom,:grinning_squinting_face: การ กัมมันตรีงสี นี่ ตปท. เขาใส่ถุง เอาไปฝัง หรา?:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: เก็บมิดชิด จัง เน๊าะ,03:23,2
2023-03-20 23:03,เช็ดเข้ อาราเล่สังฆัง,บ่อยาก สิ เว๊า เดี๋ยวจะชักว้าว,03:35,1
2023-03-20 23:03,สําหรับสมัคร ยูทูป,ระบบปิดข่าว จริง ๆ,03:35,2
2023-03-20 23:03,ทับทิม.,นึกว่า เก็บข้าว,03:36,1
2023-03-20 23:03,แด๊ก ยอดกะทิ,รังสีเขากันอย่างงี้เหรอวะ,03:38,2
2023-03-20 23:03,Chutima Tikchu,สวัสดีค่ะ:red_heart:,03:42,1
2023-03-20 23:03,Pom noi,ปิดแบบโง่ๆ,03:48,2
2023-03-20 23:03,nai_ok,มิดชิดมากๆๆๆๆ แค่นี้จริงๆ,03:52,2
2023-03-20 23:04,น้าฟลุ๊คเม็ดม่วง,ปิดมิดชิดเลย ควบคุมป้องกันดีมาก,03:54,2
2023-03-20 23:04,Countryman007,เอาอะไรมาก ประเทศนี้,03:56,2
2023-03-20 23:04,ธีระชัย วงศ์วีรธร,ทำกันเเบบอย่ามั่วซั่วไปหมด,03:56,2
2023-03-20 23:04,สัมฤทธิ์ สุวรรณกูล,:hand-pink-waving::hand-pink-waving::hand-pink-waving:,03:56,1
2023-03-20 23:04,สําหรับสมัคร ยูทูป,ระบบปิดข่าว จริง ๆ,04:00,2
2023-03-20 23:04,story channel,ไม่ถูกต้อง,04:01,2
2023-03-20 23:04,จัดไป จัดไป,ตัวใครตัวมัน. นี้ประเทศไทย ผ้าปอ้งกันรังสี,04:05,2
2023-03-20 23:04,เช็ดเข้ อาราเล่สังฆัง,บ่ อยาก สิ เว๊า เดี๋ยวมันจะชักว่าว ,04:06,1
2023-03-20 23:04,lant000,อ้อมีผ้าใบ ค่อยสบายใจหน่อย 5555555555555555555555555555555,04:08,2
2023-03-20 23:04,њัחŋ่∂এ∩דវເວබד จึงใช้ใจสาดแสงเพื่อนำทาง,รู้จักแต่ไอ้หนูปรมาณู,04:09,1
2023-03-20 23:04,อํานวยพร ปัททุม,:yougotthis::hand-purple-blue-peace:,04:09,1
2023-03-20 23:04,เช็ดเข้ อาราเล่สังฆัง,เออ มาตราฐานจะตามมา 555555555,04:19,2
2023-03-20 23:04,Prath C,ปิดปากคุณได้ก็จะปิดปาก เดี๋ยวคุณรับฝาก ซีเซียมจากใคร,04:22,2
2023-03-20 23:04,สําหรับสมัคร ยูทูป,ระบบปิดข่าว จริง ๆ,04:22,2
2023-03-20 23:04,Countryman007,เงิน เสี่ยหอยเอาไปหมด ,04:24,2
2023-03-20 23:04,มารีน่า,ไม่ใช่เรื่องใหญ่นะวิ,04:25,1
2023-03-20 23:04,Cities Me,ที่ผ่านมาเก็บกันอย่างงี้,04:25,1
2023-03-20 23:04,Pom noi,มันเข้าใจคำว่ารังสีไหม,04:26,2
2023-03-20 23:04,ต่อแวลา,หอบใจโชๆมาวัดตะโกกราบหลวงพ่อรวย,04:29,1
2023-03-20 23:04,ธีระชัย วงศ์วีรธร,ปานนี้มันปลิวไปไหนถึงไหนแล้ว ปท.กะลาแลนด์,04:30,2
2023-03-20 23:04,Yanathip Thuraphan,อุบาดมาก,04:30,2
2023-03-20 23:04,story channel,100%หลอมแล้ว,04:33,1
2023-03-20 23:04,Paitong B,ประเทศกะลาแลนด์..ตายกันหมดเพราะความมักง่าย และโลภ,04:35,2
2023-03-20 23:04,3Worlds,เซียมซีเสี่ยงรัก,04:40,1
2023-03-20 23:04,เช็ดเข้ อาราเล่สังฆัง,ใจเย็นๆครัชชชเพราะผมตามหลังประเทศที่พัฒนาอยู่เยอะ,04:41,1
2023-03-20 23:04,DinCoVER,ไทยแลนด์ โอนลี่ :face_with_rolling_eyes::face_with_rolling_eyes:,04:48,1
2023-03-20 23:04,doorthai yaiuodom,:grinning_face_with_sweat: วันนี้ ทำห้องเก็้บ ล๊ะ ใช้งบฯ 1200 ล้าน เบิกใครหว่า?:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing:,04:48,2
2023-03-20 23:05,Countryman007,ประเทศไม่มีเงิน แล้ว เสี่ยหอยเอาไปหมด ,04:57,2
2023-03-20 23:05,ทับทิม.,ชีวิต คน นะ,04:59,1
2023-03-20 23:05,ธีระชัย วงศ์วีรธร,แย่ทั้งโรงงานและหน่วยงานดูแล,05:02,2
2023-03-20 23:05,อวตาร อวตาร,เฮ ตู่ ยุบสภา เราเลี้ยงฉลองกัน,05:05,0
2023-03-20 23:05,รถสวย ฟรีดาวน์,:fearful_face::fearful_face:,05:06,1
2023-03-20 23:05,њัחŋ่∂এ∩דវເວබד จึงใช้ใจสาดแสงเพื่อนำทาง,การ์ตูน เรื่อง ไอ้หนูปรมาณู,05:06,1
2023-03-20 23:05,ก็คนไทย คนนึง ในประเทศไทย,หนักกว่า โควิด,05:07,2
2023-03-20 23:05,story channel,เดือดร้อนทั้งประเทศ,05:09,2
2023-03-20 23:05,Halloween,:face-blue-smiling::face-blue-smiling:,05:10,1
2023-03-20 23:05,วาสนา พารวย,คือไร:winking_face_with_tongue:,05:12,1
2023-03-20 23:05,กาลเวลา พิสูจน์ คน!,ค่อยไว้ใจหน่อย เอาผ้าใบคุม..!!! ถุยยย:beaming_face_with_smiling_eyes::face_with_tears_of_joy::face_with_tears_of_joy::face_with_tears_of_joy::clown_face::clown_face:,05:13,2
2023-03-20 23:05,ธนาภัทร🥰,@คุณศิริพัฒน์จันทร์:rose::sparkling_heart::deaf_person::smiling_face_with_smiling_eyes::smiling_face_with_hearts::hugging_face:สวัสดีครับคุณหงษ์:swan:ขอให้ทุกคนที่คุณรักปลอดภัยน่ะครับ:folded_hands:,05:16,1
2023-03-20 23:05,story channel,อันตรายมาก,05:19,2
2023-03-20 23:05,ต่อแวลา,ชีวิตมันป่วยตัวชั่วยไม่มีเลยพ่อ,05:24,2
2023-03-20 23:05,Nongnuch Wanthong,:grinning_squinting_face::grinning_squinting_face::grinning_squinting_face::grinning_squinting_face::grinning_squinting_face:,05:32,1
2023-03-20 23:05,Pom noi,ความวัวยังไม่หายความควายเข้ามาแทรก,05:33,2
2023-03-20 23:05,อัมพร ศิลามาศ,:oops:,05:36,1
2023-03-20 23:05,Prath C,หลอมแล้วแน่ๆ ตอบอ้อมโลกอยู่ได่ ท่านเลขากับผู้ว่านั่นละ,05:37,1
2023-03-20 23:05,DinCoVER,ไทยแลนด์ โอนลี่ :face_with_rolling_eyes::face_with_rolling_eyes:,05:38,1
2023-03-20 23:05,Wasan S.,.อ... .. ..อ.....อ.แ..อ้.อ..อ.อ...อ้.....อ.อ้,05:41,1
2023-03-20 23:05,อสูรพริกชี้ฟ้า🎀,เลือกก้าวไก่:face_blowing_a_kiss::face_blowing_a_kiss:,05:48,1
2023-03-20 23:05,Nongnuch Wanthong,จับใจความ:face_with_hand_over_mouth::face_with_hand_over_mouth::face_with_hand_over_mouth::face_with_hand_over_mouth::face_with_hand_over_mouth:,05:50,1
2023-03-20 23:05,story channel,ทั้งประเทศ อันตรายมากปราจีน,05:51,2
2023-03-20 23:06,มารีน่า,ผู้ว่ารีบไปกินข้าว,05:54,1
2023-03-20 23:06,bancha patt,มีงบซื้อดอกไม้เป็นหมื่อเก้าอี้ปูนเป็นแสนแต่การป้องกันนั้นแคมป์ก่อสร้างยังดีฟ่า,05:55,2
2023-03-20 23:06,จัดไป จัดไป,ไม่ทันแล้ว,05:57,2
2023-03-20 23:06,ช้างไง__จะใครล่ะจ๊ะ,อือเราก็งงนะ,05:59,1
2023-03-20 23:06,Pom noi,เอาคนไม่มีความรู้มาแก้ปัญหา,06:00,2
2023-03-20 23:06,Countryman007,ผู้ว่า เมาไวน์คับ ไม่มีไร,06:01,1
2023-03-20 23:06,ธนาภัทร🥰,ขอให้ทุกท่านปลอดภัยน่ะครับ:folded_hands::sparkling_heart::smiling_face_with_smiling_eyes::smiling_face_with_hearts:,06:04,0
2023-03-20 23:06,เช็ดเข้ อาราเล่สังฆัง,เจอตัวเเทนคำถามเจาะใจเจาะเเทงกระดูกดำ ไง,06:05,2
2023-03-20 23:06,คาร ผะกาแดง,ฝาท้าย,06:12,1
2023-03-20 23:06,แด๊ก ยอดกะทิ,รัฐจงใจแถลงแบบงงๆ ให้คนฟังไม่เข้าใจ,06:14,2
2023-03-20 23:06,สีดํา วันธรรมสวนะ,พลังงานนิวเคลียร์เพื่อสันติ แบบไทยๆ กันเอง :face-green-smiling::face-green-smiling::face-green-smiling:,06:16,1
2023-03-20 23:06,udomrat,สวัสดีค่ะ:hot_beverage::hot_beverage::herb:,06:20,1
2023-03-20 23:06,doorthai yaiuodom,:face_with_hand_over_mouth: สรุปว่า พรุ่งนี้ จะมา สรุป อีกที หรา?:rolling_on_the_floor_laughing::rolling_on_the_floor_laughing::rolling_on_the_floor_laughing: ผู้ว่าฯ,06:21,1
2023-03-20 23:06,เช็ดเข้ อาราเล่สังฆัง,คนฟังคำตอบก็เซ็งวัยรุ่นกดงง ละ สิ,06:24,2
2023-03-20 23:06,Boommy Suminyakon,สมองคิดอะไรอยู่,06:24,2
2023-03-20 23:06,Sarun Chalermsin,เฮ้อกะลาแลน๋มีแต่.....,06:26,2
2023-03-20 23:06,њัחŋ่∂এ∩דវເວබד จึงใช้ใจสาดแสงเพื่อนำทาง,อย่าไปวิตกจรวด,06:27,0
2023-03-20 23:06,Paitong B,ไม่ต้องวิตกค่ะ...เพราะยังไงก็ตายอย่างอนาถในประเทศกะลาแลนด์,06:30,2
2023-03-20 23:06,Jt Jt,แถลงแบบใจเย็นเหมือนอันตรายน้อยซะงั้น,06:35,2
2023-03-20 23:06,Thana 71,ฝนไม่ตก,06:35,1
2023-03-20 23:06,Fire Hawk,สวัสดีครับเฮียยุทธ&น้องไบร์ท:folded_hands::slightly_smiling_face:,06:35,1
2023-03-20 23:06,Bunthan Manomai,Bloomington Illinois USA สวัสดีครับ,06:37,1
2023-03-20 23:06,อวตาร อวตาร,ออสเตรเลีย ปิดถนน เป็นร้อยกิโลหา ไทยชาวบ้านเตรียมรับกรรม,06:37,2
2023-03-20 23:06,Patiphon Sula,เหนื่อยกับ caesium ฟังไม่ขึ้น,06:38,2
2023-03-20 23:06,ก้องภพ พระคุณอุปถัมภ์,สวัสดีครับ,06:39,1
2023-03-20 23:06,ธีรโชติ บุบผา,ไม่ตกครับร้อนมาก,06:42,1
2023-03-20 23:06,แด๊ก ยอดกะทิ,เอาผ้าใบคลุมเหมือนหาบเร่แพงลอย,06:48,1
2023-03-20 23:06,ช้างไง__จะใครล่ะจ๊ะ,ของสำคัญขนาดนี้ หลุดออกมาได้ยังไง ?,06:48,2
2023-03-20 23:06,사랑,ไม่เปนรัยตายผ่อนส่งพร้อมกันหมดประเทศนี่แหละ,06:49,2
2023-03-20 23:06,Sarun Chalermsin,วานุชมันเยอะ,06:49,1
2023-03-20 23:07,Fire Hawk,ประยุทธยุบสภาแล้ว,06:58,1
2023-03-20 23:07,Patchari DECOCK,เรื่องที่ควรวิตกก็ควรวิตกค่ะ ไม่ใช่ปล่อยข้าม โดยเฉพาะเหตุการ์ณแบบนี้,06:58,2
2023-03-20 23:07,ทับทิม.,ไม่ ตก แน่นะ วิ,07:01,1
2023-03-20 23:07,Pom noi,กัมมันตรังสีเก็บโง่ๆแบบนี้มันก็แผ่รังสีได้เหมือนเดิม,07:07,2
2023-03-20 23:07,ขวัญเนตร สุดใจ,ผิดตั้งแต่วันที่หาย อันตรายมาก พึ่งมาออกข่าว,07:07,2
2023-03-20 23:07,อัลฟ่า ⭐,มันเป็นของใคร? /ใครไปเอามา? /ใครรับผิดชอบ?,07:09,2
2023-03-20 23:07,story channel,ตระหนกตกใจ ดีกว่าไม่รับรู้ไร อันตรายกว่า,07:12,2
2023-03-20 23:07,อัลฟ่า ⭐,งง,07:13,1
2023-03-20 23:07,อสูรพริกชี้ฟ้า🎀,สาระเลว:loudly_crying_face::loudly_crying_face:,07:26,2
2023-03-20 23:07,њัחŋ่∂এ∩דវເວබד จึงใช้ใจสาดแสงเพื่อนำทาง,เวทนา,07:26,2
2023-03-20 23:07,Fire Hawk,ประยุทธยุบสภาแล้วเด้อ,07:34,1
2023-03-20 23:07,doorthai yaiuodom,:astonished_face::face_screaming_in_fear: พ่อ ข่มขืน ลูก :flushed_face:,07:37,2
2023-03-20 23:07,ANYA 🇱🇦,Good morning everyone :folded_hands::folded_hands:,07:38,1
2023-03-20 23:07,เช็ดเข้ อาราเล่สังฆัง,ชาวบ้านเขาจะรวมตัวฟ้องละนะนั้นหนะ หาต้นตอกันใหญ่,07:42,2
2023-03-20 23:07,ธนาภัทร🥰,:broken_heart::loudly_crying_face:,07:42,1
2023-03-20 23:07,กาลเวลา พิสูจน์ คน!,เฮ้ออ..กามเป็นเหตุอีกแล้ว..!!:dothefive::dothefive::dothefive:,07:42,1
2023-03-20 23:07,ธีระชัย วงศ์วีรธร,ทำงานเช้าชามเย็นชาม,07:47,2
2023-03-20 23:07,3Worlds,พ่อบัดซบ,07:51,2
2023-03-20 23:08,Gsjiz Jdjdi,สวัสดีวันอังคาร.ครับ.ทุกท่าน 《 แฟนข่าว 》,07:52,1
2023-03-20 23:08,Anti BadGovernanceX,รอฟังข่าวการเงิน,07:52,1
2023-03-20 23:08,นย.ผลังเงียบ,มึงชาติหามแท้ๆ,07:56,2
2023-03-20 23:08,Paitong B,ประเทศที่ศีลธรรมเยอะ แต่พ่อข่มขืนลูก ดี,07:56,2
2023-03-20 23:08,อสูรพริกชี้ฟ้า🎀,จับมันมาสับๆๆๆๆๆ,08:00,2
2023-03-20 23:08,แพท แพท,อุบาท,08:06,2
2023-03-20 23:08,ชัยวัฒน์ มงคลนัฏ,ขอให้ชาวปราจีนและพื้นที่ใกล้เคียงปลอดภัย(แฟนข่าว),08:07,0
2023-03-20 23:08,doorthai yaiuodom,:pouting_face: มันบัดซบ เกิน,08:08,2
2023-03-20 23:08,เช็ดเข้ อาราเล่สังฆัง,ถ้าเขาใช้ชีวิตประจำวันไม่ได้จริงๆจบเกม ชะเอมเทศสะกิล,08:09,1
2023-03-20 23:08,Opor,เลว ไม่ใช่พ่อ เเล้วละ ตัดเลย ,08:11,2
2023-03-20 23:08,อนุชิต ใจไว,ขาติชั่งจิง,08:12,2
2023-03-20 23:08,วรรณา888,เรื่องนี้ หากเป็น ต่างประเทศ เรื่องนี้คือใหญ่มากๆ..แต่ประเทศไทย.กับทำเป็นเล่น.,08:13,1
2023-03-20 23:08,Decha Wannasai,ขอนแก่นฝนยังไม่ตก ครับ (แฟนข่าว),08:13,1
2023-03-20 23:08,october rain,:crying_cat::crying_cat::crying_cat:,08:16,1
2023-03-20 23:08,Fire Hawk,ประยุทธยุบสภาแล้วเด้อ,08:21,1
2023-03-20 23:08,กอง กอง,:trophy-yellow-smiling::trophy-yellow-smiling::trophy-yellow-smiling:,08:28,1
2023-03-20 23:08,ต่อแวลา,ไม่มั่นใจ,08:32,2
2023-03-20 23:08,อนุชิต ใจไว,พ่แแท้หรือปลอม,08:33,1
2023-03-20 23:08,ทับทิม.,ปัญหา ครอบครัว และ เป็น ปัญหา สังคม,08:34,2
2023-03-20 23:08,Sutin Nilkachatal,เฮียเดย์พันธ์อย่างนี้ติดคุกไม่ถึง4ปีก็ออกมาลั้นลาแล้วแต่น้อง2คนตราบาปมันติดทั้งชีวิต,08:40,1
2023-03-20 23:08,Prath C,หดหู่เหลือเกิน ,08:41,2
2023-03-20 23:08,ยุพยงค์ โนมูระ,:face-green-smiling::face-green-smiling::face-green-smiling::face-green-smiling::face-green-smiling::face-green-smiling::face-green-smiling::face-green-smiling::face-fuchsia-tongue-out::face-fuchsia-tongue-out:,08:42,1
2023-03-20 23:08,Ctt Tgd,พ... ศ.... สอนให้รักกันคัรบ(วิทยา... สุขรมย์),08:42,0
2023-03-20 23:08,บุญช่วย เรืองมณี,:goodvibes::goodvibes::goodvibes::goodvibes:,08:44,1
2023-03-20 23:08,Pimrada Pumjan,เลว ส,08:45,2
2023-03-20 23:08,Pom noi,ของเล่นครับที่เอาปากกาจิ้มแล้วหมุนวน,08:48,1
2023-03-20 23:09,กาลเวลา พิสูจน์ คน!,บัดซบจริงๆเลย..เลวมาก:dothefive::dothefive::dothefive:,08:53,2
2023-03-20 23:09,Greenn Sandd,เป็นพ่อที่เลวที่สุดสัตว็นรกมาเกิดจริงๆ,08:54,2
2023-03-20 23:09,ทีมงาน หมาน้ำ,ทน มา นาน,08:55,2
2023-03-20 23:09,kimdohanz,พ่อแท้ๆ,08:59,1
2023-03-20 23:09,Pimrada Pumjan,เอามันเข้าคุก,09:07,2
2023-03-20 23:09,ชะเอม ดงไพร,นี่คือหมา หมายังรู้จักแม่,09:08,2
2023-03-20 23:09,lant000,อ้าวไอ้ป้า,09:08,2
2023-03-20 23:09,ทับทิม.,เฮ้อ ถอนหายใจ,09:09,2
2023-03-20 23:09,วรรณวิภา เจริญฉ่ํา,เห้จิงๆ,09:10,2
2023-03-20 23:09,นย.ผลังเงียบ,อย่าให้กูเจอนะคนแบบนี้,09:12,2
2023-03-20 23:09,โจร- 800,ล,09:13,1
2023-03-20 23:09,Rittidech ฤทธิเดช,ข่าวแบบนี้อีกล่ะ,09:17,1
2023-03-20 23:09,Takysalaryman,โคตรทราม ไม่มีความเป็นคน,09:22,2
2023-03-20 23:09,อัลฟ่า ⭐,รู้เห็นเป็นใจ,09:23,1
2023-03-20 23:09,mBar,ไม่ใช่แถวนั้น ไกลก็กลัว ถ้ากลบฝัน แล้วลงแหล่งน้ำ เพราะมันอยู่่ได้หลายสิบปี,09:29,1
2023-03-20 23:09,doorthai yaiuodom,:shushing_face: บอกข้างบ้าน ให้รวมตัว จากนั้น ต้องรวม :footprints:,09:31,1
2023-03-20 23:09,วรรณวิภา เจริญฉ่ํา,ป้าเข้าข้างพี่น้องตัวเองมากไปป่าว,09:32,2
